"","ID","gender","zodiac","bornyear","age","residence_status","education_level","marital_status"
"269","064033334001","2 female","10 Rooster",1945,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"270","064033319002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"271","064033319001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"272","064033313002","1 male",NA,1962,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"273","064033313001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"274","064033316002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"275","064033335002","1 male","5 Dragon",1963,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"276","064033335001","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"277","064033314002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"278","064033314001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"279","064033315001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"280","064033318002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"281","064033328001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"282","064033328002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"283","064033338002","1 male","4 Rabbit",1963,NA,"1 Agricultual Hukou","5 Middle school","2 Married but not living with spouse temporarily for reasons such as work"
"284","064033317001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"285","064033323001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"286","064033339001","2 female","3 Tiger",1938,NA,"1 Agricultual Hukou","5 Middle school","5 Widowed"
"287","064033302001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"288","064033302002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"289","064033309001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"290","064033309002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"291","064033329002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"292","064033329001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"293","064033312001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"294","064033312002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"295","064033311001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"296","064033332001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"297","064033310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"298","064033310002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"299","064033221001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"300","064033221002","2 female",NA,1948,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"301","064033207001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"302","064033207002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"303","064033223002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"304","064033223001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"305","064033212001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"306","064033212002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"307","064033219001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"308","064033219002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"309","064033215001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"310","064033225001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","4 Elementary school","4 Divorced"
"311","064033213002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"312","064033213001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"313","064033232001","1 male","5 Dragon",1964,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"314","064033232002","2 female","5 Dragon",1964,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"315","064033201002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"316","064033201001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"317","064033208002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"318","064033208001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"319","064033230001","1 male","4 Rabbit",1963,NA,"1 Agricultual Hukou","4 Elementary school","6 Never married"
"320","064033203001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"321","064033209002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"322","064033209001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"323","064033206001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"324","064033226001","1 male","11 Dog",1958,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"325","064033226002","2 female","1 Rat",1958,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"326","064033220002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"327","064033220001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"328","064033210002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"329","064033210001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"330","064033228001","1 male","3 Tiger",1950,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"331","064033228002","2 female","7 Horse",1954,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"332","064033217002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"333","064033217001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"334","064033231001","1 male","4 Rabbit",1963,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"335","064033231002","2 female","4 Rabbit",1975,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"336","064033211001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"337","064033211002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"338","064033224001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"339","064033224002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"340","064033227001","2 female","7 Horse",1942,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"341","064033216002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"342","064033216001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"343","064033229001","1 male","2 Ox",1937,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"344","064033229002","2 female","4 Rabbit",1939,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"345","064033202001","1 male",NA,1929,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"346","064033218001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"347","064033218002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"348","064033222001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"349","064033222002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"350","064033204002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"351","064033204001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"352","064033103001","1 male",NA,1938,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"353","064033121001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"354","064033122003","2 female","6 Snake",1965,NA,"1 Agricultual Hukou","4 Elementary school","2 Married but not living with spouse temporarily for reasons such as work"
"355","064033110001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"356","064033127002","1 male","9 Monkey",1956,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"357","064033127001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"358","064033120001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"359","064033120002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"360","064033123002","1 male","8 Goat",1955,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"361","064033123001","2 female","7 Horse",1953,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"362","064033130002","1 male","3 Tiger",1962,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"363","064033130001","2 female","7 Horse",1966,NA,"1 Agricultual Hukou","4 Elementary school","2 Married but not living with spouse temporarily for reasons such as work"
"364","064033119002","1 male",NA,1959,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"365","064033119001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"366","064033128001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","5 Middle school","5 Widowed"
"367","064033117002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"368","064033117001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"369","064033106001","1 male",NA,1965,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"370","064033106002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"371","064033116001","1 male",NA,1938,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"372","064033116002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"373","064033101001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"374","064033124001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"375","064033124002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"376","064033129001","1 male","2 Ox",1961,NA,"1 Agricultual Hukou","5 Middle school","4 Divorced"
"377","064033102002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"378","064033102001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"379","064033111001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"380","064033125001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"381","064033125002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"382","064033126002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"383","064033126001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"384","064033114002","1 male",NA,1944,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"385","064033114001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"386","064033113001","1 male",NA,1953,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"387","064033113002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"388","064033118001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"389","064033112002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"390","064033112001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"391","064033131001","1 male","7 Horse",1966,NA,"2 Non-agricultural Hukou","4 Elementary school","1 Married with spouse present"
"392","064033131002","2 female","11 Dog",1970,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"393","064033115002","1 male",NA,1954,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"394","064033115001","2 female",NA,1957,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"395","064033104001","1 male",NA,1953,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"396","064033104002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"397","064033105001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"398","064033105002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"399","064033107002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"400","064033107001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"401","060481308001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"402","060481308002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"403","060481310002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"404","060481310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"405","060481301002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"406","060481301001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"407","060481312001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"408","060481312002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"409","060481322002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"410","060481322001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"411","060481303002","1 male",NA,1963,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"412","060481303001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"413","060481325001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","1 No formal education illiterate","4 Divorced"
"414","060481309003","1 male","4 Rabbit",1939,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"415","060481309002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"416","060481306001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"417","060481306002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"418","060481307002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"419","060481307001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"420","060481315001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"421","060481320002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"422","060481302001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"423","060481314001","2 female",NA,1921,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"424","060481313001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"425","060481313002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"426","060481316002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"427","060481316001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"428","060481318001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"429","060481323001","2 female",NA,1932,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"430","060481317002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"431","060481317001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"432","060481321001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
